ID,County,2000Population,CountySeat,StateAbbreviation,StateName
664,Idaho County,15511,Grangeville ,ID
665,Blaine County,18991,Hailey ,ID
666,Boise County,6670,Idaho City ,ID
667,Bonneville County,82522,Idaho Falls ,ID
668,Jerome County,18342,Jerome ,ID
669,Nez Perce County,37410,Lewiston ,ID
670,Oneida County,4125,Malad City ,ID
671,Latah County,34935,Moscow ,ID
672,Elmore County,29130,Mountain Home ,ID
673,Owyhee County,10644,Murphy ,ID
674,Lewis County,3747,Nezperce ,ID
675,Clearwater County,8930,Orofino ,ID
676,Bear Lake County,6411,Paris ,ID
677,Payette County,20578,Payette ,ID
678,Bannock County,75565,Pocatello ,ID
679,Franklin County,11329,Preston ,ID
680,Madison County,27467,Rexburg ,ID
681,Jefferson County,19155,Rigby ,ID
682,Minidoka County,20174,Rupert ,ID
683,Fremont County,11819,Saint Anthony ,ID
684,Benewah County,9171,Saint Maries ,ID
685,Lemhi County,7806,Salmon ,ID
686,Bonner County,36835,Sandpoint ,ID
687,Lincoln County,4044,Shoshone ,ID
688,Caribou County,7304,Soda Springs ,ID
689,Twin Falls County,64284,Twin Falls ,ID
690,Shoshone County,13771,Wallace ,ID
691,Washington County,9977,Weiser ,ID
692,Edwards County,6971,Albion ,IL
693,Mercer County,16957,Aledo ,IL
694,St. Clair County,256082,Belleville ,IL
695,Boone County,41786,Belvidere ,IL
696,Franklin County,39018,Benton ,IL
697,McLean County,150433,Bloomington ,IL
698,Alexander County,9590,Cairo ,IL
699,Henry County,51020,Cambridge ,IL
700,Macoupin County,49019,Carlinville ,IL
701,Clinton County,35535,Carlyle ,IL
702,White County,15371,Carmi ,IL
703,Greene County,14761,Carrollton ,IL
704,Hancock County,20121,Carthage ,IL
705,Coles County,53196,Charleston ,IL
706,Randolph County,33893,Chester ,IL
707,Cook County,5376741,Chicago ,IL
708,De Witt County,16798,Clinton ,IL
709,Vermilion County,83919,Danville ,IL
710,Macon County,114706,Decatur ,IL
711,Lee County,36062,Dixon ,IL
712,Madison County,258941,Edwardsville ,IL
713,Effingham County,34264,Effingham ,IL
714,Hardin County,4800,Elizabethtown ,IL
715,Woodford County,35469,Eureka ,IL
716,Wayne County,17151,Fairfield ,IL
717,Stephenson County,48979,Freeport ,IL
718,Jo Daviess County,22289,Galena ,IL
719,Knox County,55836,Galesburg ,IL
720,Kane County,404119,Geneva ,IL
721,Pope County,4413,Golconda ,IL
722,Bond County,17633,Greenville ,IL
723,Calhoun County,5084,Hardin ,IL
724,Saline County,26733,Harrisburg ,IL
725,Mason County,16038,Havana ,IL
726,Putnam County,6086,Hennepin ,IL
727,Montgomery County,30652,Hillsboro ,IL
728,Morgan County,36616,Jacksonville ,IL
729,Jersey County,21668,Jerseyville ,IL
730,Will County,502266,Joliet ,IL
731,Union County,18293,Jonesboro ,IL
732,Kankakee County,103833,Kankakee ,IL
733,Marshall County,13180,Lacon ,IL
734,Lawrence County,15452,Lawrenceville ,IL
735,Fulton County,38250,Lewistown ,IL
736,Logan County,31183,Lincoln ,IL
737,Clay County,14560,Louisville ,IL
738,McDonough County,32913,Macomb ,IL
739,Williamson County,61296,Marion ,IL
740,Clark County,17008,Marshall ,IL
741,Hamilton County,8621,McLeansboro ,IL
742,Massac County,15161,Metropolis ,IL
743,Warren County,18735,Monmouth ,IL
744,Piatt County,16365,Monticello ,IL
745,Grundy County,37535,Morris ,IL
746,Whiteside County,60653,Morrison ,IL
747,Pulaski County,7348,Mound City ,IL
748,Wabash County,12937,Mount Carmel ,IL
749,Carroll County,16674,Mount Carroll ,IL
750,Brown County,6950,Mount Sterling ,IL
751,Jefferson County,40045,Mount Vernon ,IL
752,Jackson County,59612,Murphysboro ,IL
753,Washington County,15148,Nashville ,IL
754,Jasper County,10117,Newton ,IL
755,Richland County,16149,Olney ,IL
756,Henderson County,8213,Oquawka ,IL
757,Ogle County,51032,Oregon ,IL
758,LaSalle County,111509,Ottawa ,IL
759,Edgar County,19704,Paris ,IL
760,Ford County,14241,Paxton ,IL
761,Tazewell County,128485,Pekin ,IL
762,Peoria County,183433,Peoria ,IL
763,Menard County,12486,Petersburg ,IL
764,Perry County,23094,Pinckneyville ,IL
765,Pike County,17384,Pittsfield ,IL
766,Livingston County,39678,Pontiac ,IL
767,Bureau County,35503,Princeton ,IL
768,Adams County,68277,Quincy ,IL
769,Crawford County,20452,Robinson ,IL
770,Rock Island County,149374,Rock Island ,IL
771,Winnebago County,278418,Rockford ,IL
772,Schuyler County,7189,Rushville ,IL
773,Marion County,41691,Salem ,IL
774,Gallatin County,6445,Shawneetown ,IL
775,Shelby County,22893,Shelbyville ,IL
776,Sangamon County,188951,Springfield ,IL
777,Moultrie County,14287,Sullivan ,IL
778,DeKalb County,88969,Sycamore ,IL
779,Christian County,35372,Taylorville ,IL
780,Cumberland County,11253,Toledo ,IL
781,Stark County,6332,Toulon ,IL
782,Douglas County,19922,Tuscola ,IL
783,Champaign County,179669,Urbana ,IL
784,Fayette County,21802,Vandalia ,IL
785,Johnson County,12878,Vienna ,IL
786,Cass County,13695,Virginia ,IL
787,Monroe County,27619,Waterloo ,IL
788,Iroquois County,31334,Watseka ,IL
789,Lake County,644356,Waukegan ,IL
790,DuPage County,904161,Wheaton ,IL
791,Scott County,5537,Winchester ,IL
792,McHenry County,260077,Woodstock ,IL
793,Kendall County,54544,Yorkville ,IL
794,Noble County,46275,Albion ,IN
795,Madison County,133358,Anderson ,IN
796,Steuben County,33214,Angola ,IN
797,DeKalb County,40285,Auburn ,IN
798,Lawrence County,45922,Bedford ,IN
799,Greene County,33157,Bloomfield ,IN
800,Monroe County,120563,Bloomington ,IN
801,Wells County,27600,Bluffton ,IN
802,Warrick County,52383,Boonville ,IN
803,Clay County,26556,Brazil ,IN
804,Franklin County,22151,Brookville ,IN
805,Jackson County,41335,Brownstown ,IN
806,Whitley County,30707,Columbia City ,IN
807,Bartholomew County,71435,Columbus ,IN
808,Fayette County,25588,Connersville ,IN
809,Harrison County,34325,Corydon ,IN
810,Fountain County,17954,Covington ,IN
811,Montgomery County,37629,Crawfordsville ,IN
812,Lake County,484564,Crown Point ,IN
813,Hendricks County,104093,Danville ,IN
814,Adams County,33625,Decatur ,IN
815,Carroll County,20165,Delphi ,IN
816,Crawford County,10743,English ,IN
817,Vanderburgh County,171922,Evansville ,IN
818,Allen County,331849,Fort Wayne ,IN
819,Benton County,9421,Fowler ,IN
820,Clinton County,33866,Frankfort ,IN
821,Johnson County,115209,Franklin ,IN
822,Elkhart County,182791,Goshen ,IN
823,Putnam County,36019,Greencastle ,IN
824,Hancock County,55391,Greenfield ,IN
825,Decatur County,24555,Greensburg ,IN
826,Blackford County,14048,Hartford City ,IN
827,Huntington County,38075,Huntington ,IN
828,Indianapolis & Marion County,860454,Indianapolis ,IN
829,Dubois County,39674,Jasper ,IN
830,Clark County,96472,Jeffersonville ,IN
831,Newton County,14566,Kentland ,IN
832,Starke County,23556,Knox ,IN
833,Howard County,84964,Kokomo ,IN
834,La Porte County,110106,La Porte ,IN
835,Tippecanoe County,148955,Lafayette ,IN
836,LaGrange County,34909,LaGrange ,IN
837,Dearborn County,46109,Lawrenceburg ,IN
838,Boone County,46107,Lebanon ,IN
839,Union County,7349,Liberty ,IN
840,Cass County,40930,Logansport ,IN
841,Jefferson County,31705,Madison ,IN
842,Grant County,73403,Marion ,IN
843,Morgan County,66689,Martinsville ,IN
844,White County,25267,Monticello ,IN
845,Posey County,27061,Mount Vernon ,IN
846,Delaware County,118769,Muncie ,IN
847,Brown County,14957,Nashville ,IN
848,Floyd County,70823,New Albany ,IN
849,Henry County,48508,New Castle ,IN
850,Vermillion County,16788,Newport ,IN
851,Hamilton County,182740,Noblesville ,IN
852,Orange County,19306,Paoli ,IN
853,Miami County,36082,Peru ,IN
854,Pike County,12837,Petersburg ,IN
855,Marshall County,45128,Plymouth ,IN
856,Jay County,21806,Portland ,IN
857,Gibson County,32500,Princeton ,IN
858,Jasper County,30043,Rensselaer ,IN
859,Wayne County,71097,Richmond ,IN
860,Ohio County,5623,Rising Sun ,IN
861,Fulton County,20511,Rochester ,IN
862,Spencer County,20391,Rockport ,IN
863,Parke County,17241,Rockville ,IN
864,Rush County,18261,Rushville ,IN
865,Washington County,27223,Salem ,IN
866,Scott County,22960,Scottsburg ,IN
867,Shelby County,43445,Shelbyville ,IN
868,Martin County,10369,Shoals ,IN
869,St. Joseph County,265559,South Bend ,IN
870,Owen County,21786,Spencer ,IN
871,Sullivan County,21751,Sullivan ,IN
872,Perry County,18899,Tell City ,IN
873,Vigo County,105848,Terre Haute ,IN
874,Tipton County,16577,Tipton ,IN
875,Porter County,146798,Valparaiso ,IN
876,Jennings County,27554,Vernon ,IN
877,Ripley County,26523,Versailles ,IN
878,Switzerland County,9065,Vevay ,IN
879,Knox County,39256,Vincennes ,IN
880,Wabash County,34960,Wabash ,IN
881,Kosciusko County,74057,Warsaw ,IN
882,Daviess County,29820,Washington ,IN
883,Warren County,8419,Williamsport ,IN
884,Pulaski County,13755,Winamac ,IN
885,Randolph County,27401,Winchester ,IN
886,Dickinson County,19344,Abilene ,KS
887,Wabaunsee County,6885,Alma ,KS
888,Harper County,6536,Anthony ,KS
889,Clark County,2390,Ashland ,KS
890,Atchison County,16774,Atchison ,KS
891,Rawlins County,2966,Atwood ,KS
892,Republic County,5835,Belleville ,KS
893,Mitchell County,6932,Beloit ,KS
894,Coffey County,8865,Burlington ,KS
895,Gray County,5904,Cimarron ,KS
896,Clay County,8822,Clay Center ,KS
897,Thomas County,8180,Colby ,KS
898,Comanche County,1967,Coldwater ,KS
899,Cherokee County,22605,Columbus ,KS
900,Cloud County,10268,Concordia ,KS
901,Chase County,3030,Cottonwood Falls ,KS
902,Morris County,6104,Council Grove ,KS
903,Lane County,2155,Dighton ,KS
904,Ford County,32458,Dodge City ,KS
905,Butler County,59482,El Dorado ,KS
906,Morton County,3496,Elkhart ,KS
907,Ellsworth County,6525,Ellsworth ,KS
908,Lyon County,35935,Emporia ,KS
909,Neosho County,16997,Erie ,KS
910,Greenwood County,7673,Eureka ,KS
911,Bourbon County,15379,Fort Scott ,KS
912,Wilson County,10332,Fredonia ,KS
913,Finney County,40523,Garden City ,KS
914,Anderson County,8110,Garnett ,KS
915,Crawford County,38242,Girard ,KS
916,Sherman County,6760,Goodland ,KS
917,Gove County,3068,Gove ,KS
918,Barton County,28205,Great Bend ,KS
919,Kiowa County,3278,Greensburg ,KS
920,Ellis County,27507,Hays ,KS
921,Brown County,10724,Hiawatha ,KS
922,Graham County,2946,Hill City ,KS
923,Jackson County,12657,Holton ,KS
924,Elk County,3261,Howard ,KS
925,Sheridan County,2813,Hoxie ,KS
926,Stevens County,5463,Hugoton ,KS
927,Reno County,64790,Hutchinson ,KS
928,Montgomery County,36252,Independence ,KS
929,Allen County,14385,Iola ,KS
930,Hodgeman County,2085,Jetmore ,KS
931,Stanton County,2406,Johnson City ,KS
932,Geary County,27947,Junction City ,KS
933,Unified Govt. of Wyandotte County/K.C.,157882,Kansas City ,KS
934,Kingman County,8673,Kingman ,KS
935,Edwards County,3449,Kinsley ,KS
936,Rush County,3551,La Crosse ,KS
937,Kearny County,4531,Lakin ,KS
938,Pawnee County,7233,Larned ,KS
939,Douglas County,99962,Lawrence ,KS
940,Leavenworth County,68691,Leavenworth ,KS
941,Wichita County,2531,Leoti ,KS
942,Seward County,22510,Liberal ,KS
943,Lincoln County,3578,Lincoln ,KS
944,Osage County,16712,Lyndon ,KS
945,Rice County,10761,Lyons ,KS
946,Riley County,62843,Manhattan ,KS
947,Jewell County,3791,Mankato ,KS
948,Marion County,13361,Marion ,KS
949,Marshall County,10965,Marysville ,KS
950,McPherson County,29554,McPherson ,KS
951,Meade County,4631,Meade ,KS
952,Barber County,5307,Medicine Lodge ,KS
953,Ottawa County,6163,Minneapolis ,KS
954,Linn County,9570,Mound City ,KS
955,Ness County,3454,Ness City ,KS
956,Harvey County,32869,Newton ,KS
957,Norton County,5953,Norton ,KS
958,Logan County,3046,Oakley ,KS
959,Decatur County,3472,Oberlin ,KS
960,Johnson County,451086,Olathe ,KS
961,Osborne County,4452,Osborne ,KS
962,Jefferson County,18426,Oskaloosa ,KS
963,Labette County,22835,Oswego ,KS
964,Franklin County,24784,Ottawa ,KS
965,Miami County,28351,Paola ,KS
966,Phillips County,6001,Phillipsburg ,KS
967,Pratt County,9647,Pratt ,KS
968,Russell County,7370,Russell ,KS
969,Cheyenne County,3165,Saint Francis ,KS
970,Stafford County,4789,Saint John ,KS
971,Saline County,53597,Salina ,KS
972,Scott County,5120,Scott City ,KS
973,Chautauqua County,4359,Sedan ,KS
974,Nemaha County,10717,Seneca ,KS
975,Wallace County,1749,Sharon Springs ,KS
976,Smith County,4536,Smith Center ,KS
977,Rooks County,5685,Stockton ,KS
978,Haskell County,4307,Sublette ,KS
979,Hamilton County,2670,Syracuse ,KS
980,Shawnee County,169871,Topeka ,KS
981,Greeley County,1534,Tribune ,KS
982,Doniphan County,8249,Troy ,KS
983,Grant County,7909,Ulysses ,KS
984,Trego County,3319,WaKeeney ,KS
985,Washington County,6483,Washington ,KS
986,Sumner County,25946,Wellington ,KS
987,Pottawatomie County,18209,Westmoreland ,KS
988,Sedgwick County,452869,Wichita ,KS
989,Cowley County,36291,Winfield ,KS
990,Woodson County,3788,Yates Center ,KS
991,Clinton County,9634,Albany ,KY
992,Knox County,31795,Barbourville ,KY
993,Nelson County,37477,Bardstown ,KY
994,Carlisle County,5351,Bardwell ,KY
995,Lee County,7916,Beattyville ,KY
996,Trimble County,8125,Bedford ,KY
997,Marshall County,30125,Benton ,KY
998,Owsley County,4858,Booneville ,KY
999,Warren County,92522,Bowling Green ,KY
1000,Meade County,26349,Brandenburg ,KY
1001,Bracken County,8279,Brooksville ,KY
1002,Edmonson County,11644,Brownsville ,KY
1003,Cumberland County,7147,Burkesville ,KY
1004,Boone County,85991,Burlington ,KY
1005,Trigg County,12597,Cadiz ,KY
1006,McLean County,9938,Calhoun ,KY
1007,Taylor County,22927,Campbellsville ,KY
1008,Wolfe County,7065,Campton ,KY
1009,Nicholas County,6813,Carlisle ,KY
1010,Carroll County,10155,Carrollton ,KY
1011,Boyd County,49752,Catlettsburg ,KY
1012,Hickman County,5262,Clinton ,KY
1013,Adair County,17244,Columbia ,KY
1014,Harrison County,17983,Cynthiana ,KY
1015,Boyle County,27697,Danville ,KY
1016,Webster County,14120,Dixon ,KY
1017,Lyon County,8080,Eddyville ,KY
1018,Metcalfe County,10037,Edmonton ,KY
1019,Hardin County,94174,Elizabethtown ,KY
1020,Todd County,11971,Elkton ,KY
1021,Pendleton County,14390,Falmouth ,KY
1022,Fleming County,13792,Flemingsburg ,KY
1023,Franklin County,47687,Frankfort ,KY
1024,Simpson County,16405,Franklin ,KY
1025,Menifee County,6556,Frenchburg ,KY
1026,Scott County,33061,Georgetown ,KY
1027,Barren County,38033,Glasgow ,KY
1028,Carter County,26889,Grayson ,KY
1029,Green County,11518,Greensburg ,KY
1030,Greenup County,36891,Greenup ,KY
1031,Muhlenberg County,31839,Greenville ,KY
1032,Breckinridge County,18648,Hardinsburg ,KY
1033,Harlan County,33202,Harlan ,KY
1034,Mercer County,20817,Harrodsburg ,KY
1035,Ohio County,22916,Hartford ,KY
1036,Hancock County,8392,Hawesville ,KY
1037,Perry County,29390,Hazard ,KY
1038,Henderson County,44829,Henderson ,KY
1039,Fulton County,7752,Hickman ,KY
1040,Knott County,17649,Hindman ,KY
1041,LaRue County,13373,Hodgenville ,KY
1042,Christian County,72265,Hopkinsville ,KY
1043,Leslie County,12401,Hyden ,KY
1044,Kenton County,151464,Independence ,KY
1045,Martin County,12578,Inez ,KY
1046,Estill County,15307,Irvine ,KY
1047,Breathitt County,16100,Jackson ,KY
1048,Russell County,16315,Jamestown ,KY
1049,Oldham County,46178,La Grange ,KY
1050,Garrard County,14792,Lancaster ,KY
1051,Anderson County,19111,Lawrenceburg ,KY
1052,Marion County,18212,Lebanon ,KY
1053,Grayson County,24053,Leitchfield ,KY
1054,Lexington-Fayette County,260512,Lexington ,KY
1055,Casey County,15447,Liberty ,KY
1056,Laurel County,52715,London ,KY
1057,Lawrence County,15569,Louisa ,KY
1058,Louisville Jefferson County Metro Government,693604,Louisville ,KY
1059,Hopkins County,46519,Madisonville ,KY
1060,Clay County,24556,Manchester ,KY
1061,Crittenden County,9384,Marion ,KY
1062,Graves County,37028,Mayfield ,KY
1063,Mason County,16800,Maysville ,KY
1064,Jackson County,13495,McKee ,KY
1065,Wayne County,19923,Monticello ,KY
1066,Rowan County,22094,Morehead ,KY
1067,Union County,15637,Morganfield ,KY
1068,Butler County,13010,Morgantown ,KY
1069,Robertson County,2266,Mount Olivet ,KY
1070,Montgomery County,22554,Mount Sterling ,KY
1071,Rockcastle County,16582,Mount Vernon ,KY
1072,Hart County,17445,Munfordville ,KY
1073,Calloway County,34177,Murray ,KY
1074,Henry County,15060,New Castle ,KY
1075,Campbell County,88616,Newport ,KY
1076,Jessamine County,39041,Nicholasville ,KY
1077,Daviess County,91545,Owensboro ,KY
1078,Owen County,10547,Owenton ,KY
1079,Bath County,11085,Owingsville ,KY
1080,McCracken County,65514,Paducah ,KY
1081,Johnson County,23445,Paintsville ,KY
1082,Bourbon County,19360,Paris ,KY
1083,Pike County,68736,Pikeville ,KY
1084,Bell County,30060,Pineville ,KY
1085,Floyd County,42441,Prestonsburg ,KY
1086,Caldwell County,13060,Princeton ,KY
1087,Madison County,70872,Richmond ,KY
1088,Logan County,26573,Russellville ,KY
1089,Magoffin County,13332,Salyersville ,KY
1090,Elliott County,6748,Sandy Hook ,KY
1091,Allen County,17800,Scottsville ,KY
1092,Shelby County,33337,Shelbyville ,KY
1093,Bullitt County,61236,Shepherdsville ,KY
1094,Livingston County,9804,Smithland ,KY
1095,Pulaski County,56217,Somerset ,KY
1096,Washington County,10916,Springfield ,KY
1097,Lincoln County,23361,Stanford ,KY
1098,Powell County,13237,Stanton ,KY
1099,Spencer County,11766,Taylorsville ,KY
1100,Monroe County,11756,Tompkinsville ,KY
1101,Lewis County,14092,Vanceburg ,KY
1102,Woodford County,23208,Versailles ,KY
1103,Gallatin County,7870,Warsaw ,KY
1104,Morgan County,13948,West Liberty ,KY
1105,Letcher County,25277,Whitesburg ,KY
1106,McCreary County,17080,Whitley City ,KY
1107,Ballard County,8286,Wickliffe ,KY
1108,Whitley County,35865,Williamsburg ,KY
1109,Grant County,22384,Williamstown ,KY
1110,Clark County,33144,Winchester ,KY
1111,Vermilion Parish,53807,Abbeville ,LA
1112,Rapides Parish,126337,Alexandria ,LA
1113,Tangipahoa Parish,100588,Amite ,LA
1114,Bienville Parish,15752,Arcadia ,LA
1115,Morehouse Parish,31021,Bastrop ,LA
1116,East Baton Rouge Parish,412852,Baton Rouge ,LA
1117,Bossier Parish,98310,Benton ,LA
1118,Cameron Parish,9991,Cameron ,LA
1119,St. Bernard Parish,67229,Chalmette ,LA
1120,East Feliciana Parish,21360,Clinton ,LA
1121,Grant Parish,18698,Colfax ,LA
1122,Caldwell Parish,10560,Columbia ,LA
1123,St. James Parish,21216,Convent ,LA
1124,Red River Parish,9622,Coushatta ,LA
1125,St. Tammany Parish,191268,Covington ,LA
1126,Acadia Parish,58861,Crowley ,LA
1127,Beauregard Parish,32986,DeRidder ,LA
1128,Ascension Parish,76627,Donaldsonville ,LA
1129,Union Parish,22803,Farmerville ,LA
1130,St. Mary Parish,53500,Franklin ,LA
1131,Washington Parish,43926,Franklinton ,LA
1132,St. Helena Parish,10525,Greensburg ,LA
1133,Jefferson Parish,455466,Gretna ,LA
1134,St. Charles Parish,48072,Hahnville ,LA
1135,Catahoula Parish,10920,Harrisonburg ,LA
1136,Claiborne Parish,16851,Homer ,LA
1137,Terrebonne Parish,104503,Houma ,LA
1138,LaSalle Parish,14282,Jena ,LA
1139,Jefferson Davis Parish,31435,Jennings ,LA
1140,Jackson Parish,15397,Jonesboro ,LA
1141,Lafayette Consolidated Government,190503,Lafayette ,LA
1142,Calcasieu Parish,183577,Lake Charles ,LA
1143,East Carroll Parish,9421,Lake Providence ,LA
1144,St. John The Baptist Parish,43044,LaPlace ,LA
1145,Vernon Parish,52531,Leesville ,LA
1146,Livingston Parish,91814,Livingston ,LA
1147,DeSoto Parish,25494,Mansfield ,LA
1148,Sabine Parish,23459,Many ,LA
1149,Avoyelles Parish,41481,Marksville ,LA
1150,Webster Parish,41831,Minden ,LA
1151,Ouachita Parish,147250,Monroe ,LA
1152,Assumption Parish,23388,Napoleonville ,LA
1153,Natchitoches Parish,39080,Natchitoches ,LA
1154,Iberia Parish,73266,New Iberia ,LA
1155,Orleans Parish,484674,New Orleans ,LA
1156,Pointe Coupee Parish,22763,New Roads ,LA
1157,West Carroll Parish,12314,Oak Grove ,LA
1158,Allen Parish,25440,Oberlin ,LA
1159,St. Landry Parish,87700,Opelousas ,LA
1160,Iberville Parish,33320,Plaquemine ,LA
1161,Plaquemines Parish,26757,Pointe A La Hache ,LA
1162,West Baton Rouge Parish,21601,Port Allen ,LA
1163,Richland Parish,20981,Rayville ,LA
1164,Lincoln Parish,42509,Ruston ,LA
1165,West Feliciana Parish,15111,Saint Francisville ,LA
1166,Tensas Parish,6618,Saint Joseph ,LA
1167,St. Martin Parish,48583,Saint Martinville ,LA
1168,Caddo Parish,252161,Shreveport ,LA
1169,Madison Parish,13728,Tallulah ,LA
1170,Lafourche Parish,89974,Thibodaux ,LA
1171,Concordia Parish,20247,Vidalia ,LA
1172,Evangeline Parish,35434,Ville Platte ,LA
1173,Winn Parish,16894,Winnfield ,LA
1174,Franklin Parish,21263,Winnsboro ,LA
1175,Barnstable County,222230,Barnstable ,MA
1176,Suffolk County,689807,Boston ,MA
1177,Norfolk County,650308,Dedham ,MA
1178,Dukes County,14987,Edgartown ,MA
1179,Nantucket County,9520,Nantucket ,MA
1180,Plymouth County,472822,Plymouth ,MA
1181,Bristol County,534678,Taunton ,MA
1182,Anne Arundel County,489656,Annapolis ,MD
1183,Baltimore City,651154,Baltimore ,MD
1184,Harford County,218590,Bel Air ,MD
1185,Dorchester County,30674,Cambridge ,MD
1186,Queen Anne's County,40563,Centreville ,MD
1187,Kent County,19197,Chestertown ,MD
1188,Allegany County,74930,Cumberland ,MD
1189,Caroline County,29772,Denton ,MD
1190,Talbot County,33812,Easton ,MD
1191,Cecil County,85951,Elkton ,MD
1192,Howard County,247842,Ellicott City ,MD
1193,Frederick County,195277,Frederick ,MD
1194,Washington County,131923,Hagerstown ,MD
1195,Charles County,120546,La Plata ,MD
1196,St. Mary's County,86211,Leonardtown ,MD
1197,Garrett County,29846,Oakland ,MD
1198,Calvert County,74563,Prince Frederick ,MD
1199,Somerset County,24747,Princess Anne ,MD
1200,Montgomery County,873341,Rockville ,MD
1201,Wicomico County,84644,Salisbury ,MD
1202,Worcester County,46543,Snow Hill ,MD
1203,Baltimore County,754292,Towson ,MD
1204,Prince George's County,801515,Upper Marlboro ,MD
1205,Carroll County,150897,Westminster ,MD
1206,York County,186742,Alfred ,ME
1207,Androscoggin County,103793,Auburn ,ME
1208,Kennebec County,117114,Augusta ,ME
1209,Penobscot County,144919,Bangor ,ME
1210,Sagadahoc County,35214,Bath ,ME
1211,Waldo County,36280,Belfast ,ME
1212,Piscataquis County,17235,Dover-Foxcroft ,ME
1213,Hancock County,51791,Ellsworth ,ME
1214,Franklin County,29467,Farmington ,ME
1215,Aroostook County,73938,Houlton ,ME
1216,Washington County,33941,Machias ,ME
1217,Cumberland County,265612,Portland ,ME
1218,Knox County,39618,Rockland ,ME
1219,Somerset County,50888,Skowhegan ,ME
1220,Oxford County,54755,South Paris ,ME
1221,Lincoln County,33616,Wiscasset ,ME
1222,Lenawee County,98890,Adrian ,MI
1223,Allegan County,105665,Allegan ,MI
1224,Alpena County,31314,Alpena ,MI
1225,Washtenaw County,322895,Ann Arbor ,MI
1226,Montmorency County,10315,Atlanta ,MI
1227,Huron County,36079,Bad Axe ,MI
1228,Lake County,11333,Baldwin ,MI
1229,Bay County,110157,Bay City ,MI
1230,Antrim County,23110,Bellaire ,MI
1231,Gogebic County,17370,Bessemer ,MI
1232,Benzie County,15998,Beulah ,MI
1233,Mecosta County,40553,Big Rapids ,MI
1234,Wexford County,30484,Cadillac ,MI
1235,Tuscola County,58266,Caro ,MI
1236,Cass County,51104,Cassopolis ,MI
1237,St. Joseph County,62422,Centreville ,MI
1238,Charlevoix County,26090,Charlevoix ,MI
1239,Eaton County,103655,Charlotte ,MI
1240,Cheboygan County,26448,Cheboygan ,MI
1241,Branch County,45787,Coldwater ,MI
1242,Shiawassee County,71687,Corunna ,MI
1243,Iron County,13138,Crystal Falls ,MI
1244,Wayne County,2061162,Detroit ,MI
1245,Keweenaw County,2301,Eagle River ,MI
1246,Delta County,38520,Escanaba ,MI
1247,Genesee County,436141,Flint ,MI
1248,Otsego County,23301,Gaylord ,MI
1249,Gladwin County,26023,Gladwin ,MI
1250,Ottawa County,238314,Grand Haven ,MI
1251,Kent County,574335,Grand Rapids ,MI
1252,Crawford County,14273,Grayling ,MI
1253,Clare County,31252,Harrison ,MI
1254,Alcona County,11719,Harrisville ,MI
1255,Oceana County,26873,Hart ,MI
1256,Barry County,56755,Hastings ,MI
1257,Hillsdale County,46527,Hillsdale ,MI
1258,Houghton County,36016,Houghton ,MI
1259,Livingston County,156951,Howell ,MI
1260,Ionia County,61518,Ionia ,MI
1261,Dickinson County,27472,Iron Mountain ,MI
1262,Gratiot County,42285,Ithaca ,MI
1263,Jackson County,158422,Jackson ,MI
1264,Kalamazoo County,238603,Kalamazoo ,MI
1265,Kalkaska County,16571,Kalkaska ,MI
1266,Missaukee County,14478,Lake City ,MI
1267,Baraga County,8746,L'Anse ,MI
1268,Lapeer County,87904,Lapeer ,MI
1269,Leelanau County,21119,Leland ,MI
1270,Mason County,28274,Ludington ,MI
1271,Manistee County,24527,Manistee ,MI
1272,Schoolcraft County,8903,Manistique ,MI
1273,Marquette County,64634,Marquette ,MI
1274,Calhoun County,137985,Marshall ,MI
1275,Ingham County,279320,Mason ,MI
1276,Menominee County,25326,Menominee ,MI
1277,Midland County,82874,Midland ,MI
1278,Oscoda County,9418,Mio ,MI
1279,Monroe County,145945,Monroe ,MI
1280,Macomb County,788149,Mount Clemens ,MI
1281,Isabella County,63351,Mount Pleasant ,MI
1282,Alger County,9862,Munising ,MI
1283,Muskegon County,170200,Muskegon ,MI
1284,Luce County,7024,Newberry ,MI
1285,Ontonagon County,7818,Ontonagon ,MI
1286,Van Buren County,76263,Paw Paw ,MI
1287,Emmet County,31437,Petoskey ,MI
1288,Oakland County,1194156,Pontiac ,MI
1289,St. Clair County,164235,Port Huron ,MI
1290,Osceola County,23197,Reed City ,MI
1291,Presque Isle County,14411,Rogers City ,MI
1292,Roscommon County,25469,Roscommon ,MI
1293,Saginaw County,210039,Saginaw ,MI
1294,Mackinac County,11943,Saint Ignace ,MI
1295,Clinton County,64753,Saint Johns ,MI
1296,Berrien County,162453,Saint Joseph ,MI
1297,Sanilac County,44547,Sandusky ,MI
1298,Chippewa County,38543,Sault Sainte Marie ,MI
1299,Arenac County,17269,Standish ,MI
1300,Montcalm County,61266,Stanton ,MI
1301,Iosco County,27339,Tawas City ,MI
1302,Grand Traverse County,77654,Traverse City ,MI
1303,Ogemaw County,21645,West Branch ,MI
1304,Newaygo County,47874,White Cloud ,MI
1305,Norman County,7442,Ada ,MN
1306,Aitkin County,15301,Aitkin ,MN
1307,Freeborn County,32584,Albert Lea ,MN
1308,Douglas County,32821,Alexandria ,MN
1309,Anoka County,298084,Anoka ,MN
1310,Mower County,38603,Austin ,MN
1311,Clearwater County,8423,Bagley ,MN
1312,Lake Of The Woods County,4522,Baudette ,MN
